	ArchiveSampleID	PositionInRack	RackName	RackID	BulkSampleID	DepthSampledCalTape	DepthOrderedCalTape	OrganicContent	SurfaceExposed	RemarksArchiveSampling	SampledBy	SamplingDate	Submitter	SubmissionDate	RemarksSubmission	database_insert_by	from_spreadsheet	database_insert_datetime_utc	upload_uuid
12439	LV3005888994	A05	ARack0425	LVL600038062	CGG_3_018579						VSS/FM	2023-07-17	AR	2023-07-07	ASP-S1 8-9cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12440	LV3005889001	B05	ARack0425	LVL600038062	CGG_3_018580						VSS/FM	2023-07-17	AR	2023-07-07	ASP-S1 12-13cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12441	LV3005888987	C05	ARack0425	LVL600038062	CGG_3_018581						VSS/FM	2023-07-17	AR	2023-07-07	ASP-S1 16-17cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12442	LV3005888993	D05	ARack0425	LVL600038062	CGG_3_018582						VSS/FM	2023-07-17	AR	2023-07-07	ASP-S1 20-21cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12443	LV3005888980	A06	ARack0425	LVL600038062	CGG_3_018583						VSS/FM	2023-07-17	AR	2023-07-07	ASP-S1 30-31cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12444	LV3005888986	B06	ARack0425	LVL600038062	CGG_3_018584						VSS/FM	2023-07-17	AR	2023-07-07	ASP-S1 40-41cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12445	LV3005888992	C06	ARack0425	LVL600038062	CGG_3_018585						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 1-2cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12446	LV3005889000	D06	ARack0425	LVL600038062	CGG_3_018586						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 2-3cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12447	LV3005887896	A01	ARack0426	LVL600038018	CGG_3_018587						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 4-5cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12448	LV3005887877	B01	ARack0426	LVL600038018	CGG_3_018588						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 8-9cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12449	LV3005887883	C01	ARack0426	LVL600038018	CGG_3_018589						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 12-13cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12450	LV3005887889	D01	ARack0426	LVL600038018	CGG_3_018590						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 20-21cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12451	LV3005887876	A02	ARack0426	LVL600038018	CGG_3_018591						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 22-23cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12452	LV3005887882	B02	ARack0426	LVL600038018	CGG_3_018592						VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 36-37cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12453	Bulksample_missing_06	C02	ARack0426	LVL600038018	CGG_3_018592					Double??	VSS/FM	2023-07-17	AR	2023-07-07	DAL-S1 50-51cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12454	LV3005887895	D02	ARack0426	LVL600038018	CGG_3_018594						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 1-2cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12455	LV3005887874	A03	ARack0426	LVL600038018	CGG_3_018595						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 3-4cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12456	LV3005887881	B03	ARack0426	LVL600038018	CGG_3_018596						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 5-6cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12457	LV3005887888	C03	ARack0426	LVL600038018	CGG_3_018597						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 7-8cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12458	LV3005887890	D03	ARack0426	LVL600038018	CGG_3_018598						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 11-12cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12459	LV3005887887	A04	ARack0426	LVL600038018	CGG_3_018599						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 15-16cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12460	LV3005887894	B04	ARack0426	LVL600038018	CGG_3_018600						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 21-22cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12461	LV3005887891	C04	ARack0426	LVL600038018	CGG_3_018601						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 27-28cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12462	LV3005887893	D04	ARack0426	LVL600038018	CGG_3_018602						VSS/FM	2023-07-17	AR	2023-07-07	STU-S1 35-36cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12463	LV3005887886	A05	ARack0426	LVL600038018	CGG_3_018618						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 1-2cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12464	LV3005887885	B05	ARack0426	LVL600038018	CGG_3_018619						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 2-3cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12465	LV3005887873	C05	ARack0426	LVL600038018	CGG_3_018620						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 4-5cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12466	LV3005887880	D05	ARack0426	LVL600038018	CGG_3_018621						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 6-7cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12467	LV3005887872	A06	ARack0426	LVL600038018	CGG_3_018622						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 12-13cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12468	LV3005887879	B06	ARack0426	LVL600038018	CGG_3_018623						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 18-19cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12469	LV3005887868	C06	ARack0426	LVL600038018	CGG_3_018624						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 26-27cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12470	LV3005887878	D06	ARack0426	LVL600038018	CGG_3_018625						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 36-37cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12471	LV3005887855	A01	ARack0427	LVL600038017	CGG_3_018626						VSS/FM	2023-07-17	AR	2023-07-07	BD12-S1 50-51cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12472	LV3005887849	B01	ARack0427	LVL600038017	CGG_3_018627						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 1-2cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12473	LV3005887867	C01	ARack0427	LVL600038017	CGG_3_018628						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 2-3cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12474	LV3005887861	D01	ARack0427	LVL600038017	CGG_3_018629						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 4-5cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12475	LV3005887865	A02	ARack0427	LVL600038017	CGG_3_018630						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 8-9cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12476	LV3005887866	B02	ARack0427	LVL600038017	CGG_3_018631						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 14-15cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12477	LV3005887860	C02	ARack0427	LVL600038017	CGG_3_018632						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 20-21cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12478	LV3005887854	D02	ARack0427	LVL600038017	CGG_3_018633						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 30-31cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12479	LV3005887859	A03	ARack0427	LVL600038017	CGG_3_018634						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 40-41cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12480	LV3005887848	B03	ARack0427	LVL600038017	CGG_3_018635						VSS/FM	2023-07-17	AR	2023-07-07	BD11-S1 50-51cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12481	LV3005887853	C03	ARack0427	LVL600038017	CGG_3_018636						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 1-2cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12482	LV3005887847	D03	ARack0427	LVL600038017	CGG_3_018637						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 2-3cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12483	LV3005887864	A04	ARack0427	LVL600038017	CGG_3_018638						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 4-5cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12484	LV3005887846	B04	ARack0427	LVL600038017	CGG_3_018639						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 6-7cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12485	LV3005887844	C04	ARack0427	LVL600038017	CGG_3_018640						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 12-13cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12486	LV3005887862	D04	ARack0427	LVL600038017	CGG_3_018641						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 18-19cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12487	LV3005887850	A05	ARack0427	LVL600038017	CGG_3_018642						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 24-25cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12488	LV3005887845	B05	ARack0427	LVL600038017	CGG_3_018643						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 30-31cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12489	LV3005887851	C05	ARack0427	LVL600038017	CGG_3_018644						VSS/FM	2023-07-17	AR	2023-07-07	BD03-S1 40-41cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12490	LV3005887856	D05	ARack0427	LVL600038017	CGG_3_009130						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 22-23cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12491	LV3005887857	A06	ARack0427	LVL600038017	CGG_3_009152						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 114-115cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12492	LV3005887863	B06	ARack0427	LVL600038017	CGG_3_009153						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 118-119cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12493	LV3005887852	C06	ARack0427	LVL600038017	CGG_3_009154						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 122-123cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12494	LV3005887858	D06	ARack0427	LVL600038017	CGG_3_009158						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 138-139cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12495	LV3005887823	A01	ARack0428	LVL600038016	CGG_3_009159						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 142-143cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12496	LV3005887831	B01	ARack0428	LVL600038016	CGG_3_009160						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 146-147cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12497	LV3005887837	C01	ARack0428	LVL600038016	CGG_3_009164						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 162-163cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12498	LV3005887822	D01	ARack0428	LVL600038016	CGG_3_009165						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 166-167cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12499	LV3005887817	A02	ARack0428	LVL600038016	CGG_3_009166						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 170-171cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12500	LV3005887843	B02	ARack0428	LVL600038016	CGG_3_009169						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 178-179cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12501	LV3005887818	C02	ARack0428	LVL600038016	CGG_3_009170						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 180-181cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12502	LV3005887830	D02	ARack0428	LVL600038016	CGG_3_009171						VSS/FM	2023-07-17	AR	2023-07-07	JVP1 182-183cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12503	LV3005887820	A03	ARack0428	LVL600038016	CGG_3_000063						VSS/FM	2023-07-17	AR	2023-07-07	09508-1100	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12504	LV3005887821	B03	ARack0428	LVL600038016	CGG_3_000064						VSS/FM	2023-07-17	AR	2023-07-07	09508-1105	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12505	LV3005887827	C03	ARack0428	LVL600038016	CGG_3_000021						VSS/FM	2023-07-17	AR	2023-07-07	09508-5300	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12506	LV3005887836	D03	ARack0428	LVL600038016	CGG_3_000023						VSS/FM	2023-07-17	AR	2023-07-07	09508-5310	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12507	LV3005887829	A04	ARack0428	LVL600038016	CGG_3_000052						VSS/FM	2023-07-17	AR	2023-07-07	09508-5356	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12508	LV3005887826	B04	ARack0428	LVL600038016	CGG_3_000060						VSS/FM	2023-07-17	AR	2023-07-07	09508-5364	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12509	LV3005887825	C04	ARack0428	LVL600038016	CGG_3_008515						VSS/FM	2023-07-17	AR	2023-07-07	IversenC1 25-26cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12510	LV3005887997	A06	ARack0431	LVL600038023	GOR22A_1	59.5	59,5		no		VSS/FM	2010-09-23	BdS_YW	2023-03-24	8A	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12511	LV3005887842	D04	ARack0428	LVL600038016	CGG_3_008520					Almost empty	VSS/FM	2023-07-17	AR	2023-07-07	IversenC1 30-31cmB	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12512	LV3005887832	A05	ARack0428	LVL600038016	CGG_3_008519						VSS/FM	2023-07-17	AR	2023-07-07	IversenC1 30-31cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12513	LV3005887841	B05	ARack0428	LVL600038016	CGG_3_008523						VSS/FM	2023-07-17	AR	2023-07-07	IversenC1 35-36cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12514	LV3005887834	C05	ARack0428	LVL600038016	CGG_3_008551						VSS/FM	2023-07-17	AR	2023-07-07	IversenC1 70-71cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12515	LV3005887835	D05	ARack0428	LVL600038016	CGG_3_008593						VSS/FM	2023-07-17	AR	2023-07-07	IversenC1 135-136cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12516	LV3005887840	A06	ARack0428	LVL600038016	CGG_3_008613						VSS/FM	2023-07-17	AR	2023-07-07	IversenC2 150-151cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12517	LV3005887833	B06	ARack0428	LVL600038016	CGG_3_008625						VSS/FM	2023-07-17	AR	2023-07-07	IversenC2 180-181cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12518	Bulksample_missing_07	C06	ARack0428	LVL600038016	CGG_3_008641					missing	VSS/FM	2023-07-17	AR	2023-07-07	IversenC2 240-241cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12519	LV3005887838	D06	ARack0428	LVL600038016	CGG_3_008712						VSS/FM	2023-07-17	AR	2023-07-07	IversenC4 320-321cmA	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12520	LV3005887793	A01	ARack0429	LVL600038015	CGG_3_008935						VSS/FM	2023-07-17	AR	2023-07-07	Kan319mC5 98-99cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12521	LV3005887839	B01	ARack0429	LVL600038015	CGG_3_008946						VSS/FM	2023-07-17	AR	2023-07-07	Kan319mC5 142-143cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12522	LV3005887816	C01	ARack0429	LVL600038015	CGG_3_008947						VSS/FM	2023-07-17	AR	2023-07-07	Kan319mC5 146-147cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12523	LV3005887798	D01	ARack0429	LVL600038015	CGG_3_008948						VSS/FM	2023-07-17	AR	2023-07-07	Kan319mC5 150-151cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12524	LV3005887797	A02	ARack0429	LVL600038015	CGG_3_008903						VSS/FM	2023-07-17	AR	2023-07-07	Kan319mC4 253-254cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12525	LV3005887804	B02	ARack0429	LVL600038015	CGG_3_008904						VSS/FM	2023-07-17	AR	2023-07-07	Kan319mC4 256-257cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12526	LV3005887796	C02	ARack0429	LVL600038015	CGG_3_008961						VSS/FM	2023-07-17	AR	2023-07-07	Kan608mC1 18-19cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12527	LV3005887810	D02	ARack0429	LVL600038015	CGG_3_009073						VSS/FM	2023-07-17	AR	2023-07-07	Kan608mC2 110-111cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12528	LV3005887795	A03	ARack0429	LVL600038015	CGG_3_008471						VSS/FM	2023-07-17	AR	2023-07-07	Kap24mC3 315-316cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12529	LV3005887794	B03	ARack0429	LVL600038015	CGG_3_008472						VSS/FM	2023-07-17	AR	2023-07-07	Kap24mC3 320-321cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12530	LV3005887803	C03	ARack0429	LVL600038015	CGG_3_008347						VSS/FM	2023-07-17	AR	2023-07-07	Kap8m C1 16-17cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
12531	LV3005887799	D03	ARack0429	LVL600038015	CGG_3_007467						VSS/FM	2023-07-17	AR	2023-07-07	LN-C1 45cm	upload_user	SedimentArchive&SubSamplingALL_240417.txt	2024-04-30 08:37:27.491009+00:00	ef07c7b5-93a0-4223-ad48-6673ea022ccc
